2 4943750 49943730500 
4 31790840 26800780271400 
8 85072660 29097311960400 
16 231841465 252881555409275 
32 466818965 912461005964274 
64 855133035 4179586526388276 
2 5055810 179696204900 
4 30140370 36114847929100 
8 82974740 14471436345400 
2 4758730 9749144100 
4 32393115 36704674443275 
8 85024900 15851862020000 
16 145008570 16666760178100 
32 423269310 944232533769900 
64 819882100 1242968232860000 
